candidate_id,rank,cross_encoder_score
CAND_0044839,13317,0.010288
CAND_0044918,13318,0.010288
CAND_0045969,13319,0.010288
CAND_0046030,13320,0.010288
CAND_0046259,13321,0.010288
CAND_0048291,13322,0.010288
CAND_0049883,13323,0.010288
CAND_0050053,13324,0.010288
CAND_0050311,13325,0.010288
CAND_0052209,13326,0.010288
CAND_0052539,13327,0.010288
CAND_0053805,13328,0.010288
CAND_0053823,13329,0.010288
CAND_0055078,13330,0.010288
CAND_0056029,13331,0.010288
CAND_0056263,13332,0.010288
CAND_0057686,13333,0.010288
CAND_0059217,13334,0.010288
CAND_0059459,13335,0.010288
CAND_0061836,13336,0.010288
CAND_0062607,13337,0.010288
CAND_0062899,13338,0.010288
CAND_0066494,13339,0.010288
CAND_0069680,13340,0.010288
CAND_0070877,13341,0.010288
CAND_0071668,13342,0.010288
CAND_0073312,13343,0.010288
CAND_0074545,13344,0.010288
CAND_0077817,13345,0.010288
CAND_0082597,13346,0.010288
CAND_0082927,13347,0.010288
CAND_0084028,13348,0.010288
CAND_0084143,13349,0.010288
CAND_0084290,13350,0.010288
CAND_0085544,13351,0.010288
CAND_0087289,13352,0.010288
CAND_0087662,13353,0.010288
CAND_0087682,13354,0.010288
CAND_0088413,13355,0.010288
CAND_0088633,13356,0.010288
CAND_0089362,13357,0.010288
CAND_0093722,13358,0.010288
CAND_0096609,13359,0.010288
CAND_0096777,13360,0.010288
CAND_0099147,13361,0.010288
CAND_0099826,13362,0.010288
CAND_0000736,13363,0.010249
CAND_0002864,13364,0.010249
CAND_0003189,13365,0.010249
CAND_0003300,13366,0.010249
CAND_0003736,13367,0.010249
CAND_0010088,13368,0.010249
CAND_0011236,13369,0.010249
CAND_0011713,13370,0.010249
CAND_0012641,13371,0.010249
CAND_0012938,13372,0.010249
CAND_0020197,13373,0.010249
CAND_0020204,13374,0.010249
CAND_0020215,13375,0.010249
CAND_0021992,13376,0.010249
CAND_0022703,13377,0.010249
CAND_0023195,13378,0.010249
CAND_0023444,13379,0.010249
CAND_0024269,13380,0.010249
CAND_0026096,13381,0.010249
CAND_0027082,13382,0.010249
CAND_0027219,13383,0.010249
CAND_0029401,13384,0.010249
CAND_0029864,13385,0.010249
CAND_0034163,13386,0.010249
CAND_0034312,13387,0.010249
CAND_0034592,13388,0.010249
CAND_0034975,13389,0.010249
CAND_0035180,13390,0.010249
CAND_0035497,13391,0.010249
CAND_0036277,13392,0.010249
CAND_0037422,13393,0.010249
CAND_0037492,13394,0.010249
CAND_0037863,13395,0.010249
CAND_0038028,13396,0.010249
CAND_0038138,13397,0.010249
CAND_0038150,13398,0.010249
CAND_0038835,13399,0.010249
CAND_0040889,13400,0.010249
CAND_0041569,13401,0.010249
CAND_0042527,13402,0.010249
CAND_0042823,13403,0.010249
CAND_0043126,13404,0.010249
CAND_0043390,13405,0.010249
CAND_0043542,13406,0.010249
CAND_0045183,13407,0.010249
CAND_0047013,13408,0.010249
CAND_0048154,13409,0.010249
CAND_0050113,13410,0.010249
CAND_0050245,13411,0.010249
CAND_0050599,13412,0.010249
CAND_0051939,13413,0.010249
CAND_0052267,13414,0.010249
CAND_0054718,13415,0.010249
CAND_0056215,13416,0.010249
CAND_0057109,13417,0.010249
CAND_0059966,13418,0.010249
CAND_0061205,13419,0.010249
CAND_0062353,13420,0.010249
CAND_0064749,13421,0.010249
CAND_0068117,13422,0.010249
CAND_0068916,13423,0.010249
CAND_0070608,13424,0.010249
CAND_0070641,13425,0.010249
CAND_0071228,13426,0.010249
CAND_0074516,13427,0.010249
CAND_0076385,13428,0.010249
CAND_0076689,13429,0.010249
CAND_0076750,13430,0.010249
CAND_0077803,13431,0.010249
CAND_0081878,13432,0.010249
CAND_0083664,13433,0.010249
CAND_0085586,13434,0.010249
CAND_0086928,13435,0.010249
CAND_0088785,13436,0.010249
CAND_0090351,13437,0.010249
CAND_0092103,13438,0.010249
CAND_0093018,13439,0.010249
CAND_0098928,13440,0.010249
CAND_0000534,13441,0.010209
CAND_0000683,13442,0.010209
CAND_0001959,13443,0.010209
CAND_0001995,13444,0.010209
CAND_0002918,13445,0.010209
CAND_0004093,13446,0.010209
CAND_0004306,13447,0.010209
CAND_0005816,13448,0.010209
CAND_0006028,13449,0.010209
CAND_0008919,13450,0.010209
CAND_0011500,13451,0.010209
CAND_0012460,13452,0.010209
CAND_0013419,13453,0.010209
CAND_0014005,13454,0.010209
CAND_0016501,13455,0.010209
CAND_0016972,13456,0.010209
CAND_0017751,13457,0.010209
CAND_0018464,13458,0.010209
CAND_0021686,13459,0.010209
CAND_0022144,13460,0.010209
CAND_0023674,13461,0.010209
CAND_0024599,13462,0.010209
CAND_0024788,13463,0.010209
CAND_0025047,13464,0.010209
CAND_0030324,13465,0.010209
CAND_0030882,13466,0.010209
CAND_0035598,13467,0.010209
CAND_0035753,13468,0.010209
CAND_0036136,13469,0.010209
CAND_0037245,13470,0.010209
CAND_0038952,13471,0.010209
CAND_0039060,13472,0.010209
CAND_0040001,13473,0.010209
CAND_0042936,13474,0.010209
CAND_0044968,13475,0.010209
CAND_0051139,13476,0.010209
CAND_0051303,13477,0.010209
CAND_0052186,13478,0.010209
CAND_0053125,13479,0.010209
CAND_0053189,13480,0.010209
CAND_0053380,13481,0.010209
CAND_0053627,13482,0.010209
CAND_0053659,13483,0.010209
CAND_0054488,13484,0.010209
CAND_0055105,13485,0.010209
CAND_0055248,13486,0.010209
CAND_0055775,13487,0.010209
CAND_0056295,13488,0.010209
CAND_0060207,13489,0.010209
CAND_0061323,13490,0.010209
CAND_0061410,13491,0.010209
CAND_0062065,13492,0.010209
CAND_0063244,13493,0.010209
CAND_0063768,13494,0.010209
CAND_0065220,13495,0.010209
CAND_0065370,13496,0.010209
CAND_0065859,13497,0.010209
CAND_0066990,13498,0.010209
CAND_0067208,13499,0.010209
CAND_0067907,13500,0.010209
CAND_0068614,13501,0.010209
CAND_0070408,13502,0.010209
CAND_0070893,13503,0.010209
CAND_0074145,13504,0.010209
CAND_0075586,13505,0.010209
CAND_0079664,13506,0.010209
CAND_0080120,13507,0.010209
CAND_0080964,13508,0.010209
CAND_0083828,13509,0.010209
CAND_0083850,13510,0.010209
CAND_0086987,13511,0.010209
CAND_0088219,13512,0.010209
CAND_0089072,13513,0.010209
CAND_0090160,13514,0.010209
CAND_0092603,13515,0.010209
CAND_0093052,13516,0.010209
CAND_0093451,13517,0.010209
CAND_0096841,13518,0.010209
CAND_0099308,13519,0.010209
CAND_0099693,13520,0.010209
CAND_0001049,13521,0.010170
CAND_0002922,13522,0.010170
CAND_0003029,13523,0.010170
CAND_0007490,13524,0.010170
CAND_0007997,13525,0.010170
CAND_0009347,13526,0.010170
CAND_0009781,13527,0.010170
CAND_0011167,13528,0.010170
CAND_0011766,13529,0.010170
CAND_0012091,13530,0.010170
CAND_0013389,13531,0.010170
CAND_0014364,13532,0.010170
CAND_0016810,13533,0.010170
CAND_0017656,13534,0.010170
CAND_0017791,13535,0.010170
CAND_0017843,13536,0.010170
CAND_0019769,13537,0.010170
CAND_0020066,13538,0.010170
CAND_0020448,13539,0.010170
CAND_0020876,13540,0.010170
CAND_0022477,13541,0.010170
CAND_0022908,13542,0.010170
CAND_0026883,13543,0.010170
CAND_0028486,13544,0.010170
CAND_0030331,13545,0.010170
CAND_0030646,13546,0.010170
CAND_0031660,13547,0.010170
CAND_0031697,13548,0.010170
CAND_0033061,13549,0.010170
CAND_0034073,13550,0.010170
CAND_0038797,13551,0.010170
CAND_0039146,13552,0.010170
CAND_0040176,13553,0.010170
CAND_0045154,13554,0.010170
CAND_0045397,13555,0.010170
CAND_0045769,13556,0.010170
CAND_0047628,13557,0.010170
CAND_0047994,13558,0.010170
CAND_0048606,13559,0.010170
CAND_0050060,13560,0.010170
CAND_0053769,13561,0.010170
CAND_0054103,13562,0.010170
CAND_0054891,13563,0.010170
CAND_0056165,13564,0.010170
CAND_0056795,13565,0.010170
CAND_0057101,13566,0.010170
CAND_0057171,13567,0.010170
CAND_0057339,13568,0.010170
CAND_0058703,13569,0.010170
CAND_0059852,13570,0.010170
CAND_0064548,13571,0.010170
CAND_0064906,13572,0.010170
CAND_0065109,13573,0.010170
CAND_0065169,13574,0.010170
CAND_0065596,13575,0.010170
CAND_0065628,13576,0.010170
CAND_0067025,13577,0.010170
CAND_0068209,13578,0.010170
CAND_0069312,13579,0.010170
CAND_0071022,13580,0.010170
CAND_0071770,13581,0.010170
CAND_0074541,13582,0.010170
CAND_0074982,13583,0.010170
CAND_0074988,13584,0.010170
CAND_0075875,13585,0.010170
CAND_0076734,13586,0.010170
CAND_0077499,13587,0.010170
CAND_0078188,13588,0.010170
CAND_0078344,13589,0.010170
CAND_0078654,13590,0.010170
CAND_0079573,13591,0.010170
CAND_0079992,13592,0.010170
CAND_0081451,13593,0.010170
CAND_0081577,13594,0.010170
CAND_0081642,13595,0.010170
CAND_0082043,13596,0.010170
CAND_0082614,13597,0.010170
CAND_0086464,13598,0.010170
CAND_0088556,13599,0.010170
CAND_0088791,13600,0.010170
CAND_0090860,13601,0.010170
CAND_0094033,13602,0.010170
CAND_0094804,13603,0.010170
CAND_0095051,13604,0.010170
CAND_0098237,13605,0.010170
CAND_0000403,13606,0.010130
CAND_0000907,13607,0.010130
CAND_0001150,13608,0.010130
CAND_0002048,13609,0.010130
CAND_0002342,13610,0.010130
CAND_0002620,13611,0.010130
CAND_0003469,13612,0.010130
CAND_0004023,13613,0.010130
CAND_0005116,13614,0.010130
CAND_0005363,13615,0.010130
CAND_0007286,13616,0.010130
CAND_0007647,13617,0.010130
CAND_0011464,13618,0.010130
CAND_0011871,13619,0.010130
CAND_0011886,13620,0.010130
CAND_0014825,13621,0.010130
CAND_0015160,13622,0.010130
CAND_0018692,13623,0.010130
CAND_0018737,13624,0.010130
CAND_0020803,13625,0.010130
CAND_0022522,13626,0.010130
CAND_0023370,13627,0.010130
CAND_0024000,13628,0.010130
CAND_0026479,13629,0.010130
CAND_0027985,13630,0.010130
CAND_0032167,13631,0.010130
CAND_0033129,13632,0.010130
CAND_0035464,13633,0.010130
CAND_0035626,13634,0.010130
CAND_0039625,13635,0.010130
CAND_0040005,13636,0.010130
CAND_0040434,13637,0.010130
CAND_0041520,13638,0.010130
CAND_0042467,13639,0.010130
CAND_0043089,13640,0.010130
CAND_0043698,13641,0.010130
CAND_0046231,13642,0.010130
CAND_0046472,13643,0.010130
CAND_0046829,13644,0.010130
CAND_0046851,13645,0.010130
CAND_0048107,13646,0.010130
CAND_0048348,13647,0.010130
CAND_0048368,13648,0.010130
CAND_0049850,13649,0.010130
CAND_0049876,13650,0.010130
CAND_0049932,13651,0.010130
CAND_0050921,13652,0.010130
CAND_0051026,13653,0.010130
CAND_0051915,13654,0.010130
CAND_0052256,13655,0.010130
CAND_0052381,13656,0.010130
CAND_0052967,13657,0.010130
CAND_0058336,13658,0.010130
CAND_0059682,13659,0.010130
CAND_0062103,13660,0.010130
CAND_0064853,13661,0.010130
CAND_0065330,13662,0.010130
CAND_0066016,13663,0.010130
CAND_0067021,13664,0.010130
CAND_0068800,13665,0.010130
CAND_0069120,13666,0.010130
CAND_0075634,13667,0.010130
CAND_0078996,13668,0.010130
CAND_0081333,13669,0.010130
CAND_0082111,13670,0.010130
CAND_0087128,13671,0.010130
CAND_0089278,13672,0.010130
CAND_0090104,13673,0.010130
CAND_0091134,13674,0.010130
CAND_0091189,13675,0.010130
CAND_0092611,13676,0.010130
CAND_0094001,13677,0.010130
CAND_0096856,13678,0.010130
CAND_0097147,13679,0.010130
CAND_0098855,13680,0.010130
CAND_0099802,13681,0.010130
CAND_0005018,13682,0.010091
CAND_0007741,13683,0.010091
CAND_0008068,13684,0.010091
CAND_0010744,13685,0.010091
CAND_0013217,13686,0.010091
CAND_0015827,13687,0.010091
CAND_0015865,13688,0.010091
CAND_0016360,13689,0.010091
CAND_0017055,13690,0.010091
CAND_0018592,13691,0.010091
CAND_0018774,13692,0.010091
CAND_0023614,13693,0.010091
CAND_0023756,13694,0.010091
CAND_0027602,13695,0.010091
CAND_0028474,13696,0.010091
CAND_0028814,13697,0.010091
CAND_0032232,13698,0.010091
CAND_0034739,13699,0.010091
CAND_0038097,13700,0.010091
CAND_0039256,13701,0.010091
CAND_0039964,13702,0.010091
CAND_0041623,13703,0.010091
CAND_0042759,13704,0.010091
CAND_0043651,13705,0.010091
CAND_0044665,13706,0.010091
CAND_0045613,13707,0.010091
CAND_0046010,13708,0.010091
CAND_0047360,13709,0.010091
CAND_0049246,13710,0.010091
CAND_0049353,13711,0.010091
CAND_0051085,13712,0.010091
CAND_0051968,13713,0.010091
CAND_0053094,13714,0.010091
CAND_0055337,13715,0.010091
CAND_0055480,13716,0.010091
CAND_0055588,13717,0.010091
CAND_0057425,13718,0.010091
CAND_0058516,13719,0.010091
CAND_0058915,13720,0.010091
CAND_0061022,13721,0.010091
CAND_0061264,13722,0.010091
CAND_0064267,13723,0.010091
CAND_0065091,13724,0.010091
CAND_0065943,13725,0.010091
CAND_0067050,13726,0.010091
CAND_0069090,13727,0.010091
CAND_0070966,13728,0.010091
CAND_0073243,13729,0.010091
CAND_0076684,13730,0.010091
CAND_0076955,13731,0.010091
CAND_0077377,13732,0.010091
CAND_0081957,13733,0.010091
CAND_0082306,13734,0.010091
CAND_0082409,13735,0.010091
CAND_0082769,13736,0.010091
CAND_0083685,13737,0.010091
CAND_0084220,13738,0.010091
CAND_0084296,13739,0.010091
CAND_0088134,13740,0.010091
CAND_0089731,13741,0.010091
CAND_0091193,13742,0.010091
CAND_0091448,13743,0.010091
CAND_0093696,13744,0.010091
CAND_0093754,13745,0.010091
CAND_0094279,13746,0.010091
CAND_0095234,13747,0.010091
CAND_0097501,13748,0.010091
CAND_0099009,13749,0.010091
CAND_0099759,13750,0.010091
CAND_0001543,13751,0.010052
CAND_0002346,13752,0.010052
CAND_0003165,13753,0.010052
CAND_0004530,13754,0.010052
CAND_0006394,13755,0.010052
CAND_0011772,13756,0.010052
CAND_0012763,13757,0.010052
CAND_0014813,13758,0.010052
CAND_0015660,13759,0.010052
CAND_0016857,13760,0.010052
CAND_0020007,13761,0.010052
CAND_0022545,13762,0.010052
CAND_0022614,13763,0.010052
CAND_0024704,13764,0.010052
CAND_0027070,13765,0.010052
CAND_0028425,13766,0.010052
CAND_0031470,13767,0.010052
CAND_0031715,13768,0.010052
CAND_0034206,13769,0.010052
CAND_0035195,13770,0.010052
CAND_0036880,13771,0.010052
CAND_0039687,13772,0.010052
CAND_0042661,13773,0.010052
CAND_0044439,13774,0.010052
CAND_0044467,13775,0.010052
CAND_0045365,13776,0.010052
CAND_0045426,13777,0.010052
CAND_0046272,13778,0.010052
CAND_0047466,13779,0.010052
CAND_0050280,13780,0.010052
CAND_0050889,13781,0.010052
CAND_0057913,13782,0.010052
CAND_0058461,13783,0.010052
CAND_0058808,13784,0.010052
CAND_0059687,13785,0.010052
CAND_0062420,13786,0.010052
CAND_0064169,13787,0.010052
CAND_0064649,13788,0.010052
CAND_0066617,13789,0.010052
CAND_0068218,13790,0.010052
CAND_0069135,13791,0.010052
CAND_0069443,13792,0.010052
CAND_0071346,13793,0.010052
CAND_0072126,13794,0.010052
CAND_0073080,13795,0.010052
CAND_0073422,13796,0.010052
CAND_0073580,13797,0.010052
CAND_0073778,13798,0.010052
CAND_0075654,13799,0.010052
CAND_0075686,13800,0.010052
CAND_0076813,13801,0.010052
CAND_0079749,13802,0.010052
CAND_0082337,13803,0.010052
CAND_0082419,13804,0.010052
CAND_0083942,13805,0.010052
CAND_0084605,13806,0.010052
CAND_0085701,13807,0.010052
CAND_0088669,13808,0.010052
CAND_0089039,13809,0.010052
CAND_0089445,13810,0.010052
CAND_0090084,13811,0.010052
CAND_0090266,13812,0.010052
CAND_0091277,13813,0.010052
CAND_0091443,13814,0.010052
CAND_0093208,13815,0.010052
CAND_0093360,13816,0.010052
CAND_0096571,13817,0.010052
CAND_0097224,13818,0.010052
CAND_0097429,13819,0.010052
CAND_0001420,13820,0.010014
CAND_0002031,13821,0.010014
CAND_0003137,13822,0.010014
CAND_0003670,13823,0.010014
CAND_0004125,13824,0.010014
CAND_0005218,13825,0.010014
CAND_0005281,13826,0.010014
CAND_0007372,13827,0.010014
CAND_0008004,13828,0.010014
CAND_0008546,13829,0.010014
CAND_0009612,13830,0.010014
CAND_0010989,13831,0.010014
CAND_0011780,13832,0.010014
CAND_0012227,13833,0.010014
CAND_0014548,13834,0.010014
CAND_0016655,13835,0.010014
CAND_0016708,13836,0.010014
CAND_0019345,13837,0.010014
CAND_0019784,13838,0.010014
CAND_0020550,13839,0.010014
CAND_0020682,13840,0.010014
CAND_0022068,13841,0.010014
CAND_0022651,13842,0.010014
CAND_0022939,13843,0.010014
CAND_0023760,13844,0.010014
CAND_0023905,13845,0.010014
CAND_0028253,13846,0.010014
CAND_0029987,13847,0.010014
CAND_0030112,13848,0.010014
CAND_0030517,13849,0.010014
CAND_0030852,13850,0.010014
CAND_0031127,13851,0.010014
CAND_0032864,13852,0.010014
CAND_0036517,13853,0.010014
CAND_0038149,13854,0.010014
CAND_0038273,13855,0.010014
CAND_0039318,13856,0.010014
CAND_0039321,13857,0.010014
CAND_0039920,13858,0.010014
CAND_0040597,13859,0.010014
CAND_0041478,13860,0.010014
CAND_0041909,13861,0.010014
CAND_0042658,13862,0.010014
CAND_0044254,13863,0.010014
CAND_0046006,13864,0.010014
CAND_0047553,13865,0.010014
CAND_0047843,13866,0.010014
CAND_0049358,13867,0.010014
CAND_0052572,13868,0.010014
CAND_0053279,13869,0.010014
CAND_0055507,13870,0.010014
CAND_0056241,13871,0.010014
CAND_0056445,13872,0.010014
CAND_0060951,13873,0.010014
CAND_0061089,13874,0.010014
CAND_0061226,13875,0.010014
CAND_0061708,13876,0.010014
CAND_0063365,13877,0.010014
CAND_0064208,13878,0.010014
CAND_0064301,13879,0.010014
CAND_0065666,13880,0.010014
CAND_0065728,13881,0.010014
CAND_0067085,13882,0.010014
CAND_0069323,13883,0.010014
CAND_0069511,13884,0.010014
CAND_0071401,13885,0.010014
CAND_0075036,13886,0.010014
CAND_0075528,13887,0.010014
CAND_0076978,13888,0.010014
CAND_0077434,13889,0.010014
CAND_0077535,13890,0.010014
CAND_0079138,13891,0.010014
CAND_0085104,13892,0.010014
CAND_0088121,13893,0.010014
CAND_0088814,13894,0.010014
CAND_0089098,13895,0.010014
CAND_0090035,13896,0.010014
CAND_0092810,13897,0.010014
CAND_0092902,13898,0.010014
CAND_0093409,13899,0.010014
CAND_0094366,13900,0.010014
CAND_0094718,13901,0.010014
CAND_0094745,13902,0.010014
CAND_0095166,13903,0.010014
CAND_0096347,13904,0.010014
CAND_0001878,13905,0.009975
CAND_0002397,13906,0.009975
CAND_0002769,13907,0.009975
CAND_0003290,13908,0.009975
CAND_0003620,13909,0.009975
CAND_0004103,13910,0.009975
CAND_0004142,13911,0.009975
CAND_0005014,13912,0.009975
CAND_0010380,13913,0.009975
CAND_0010496,13914,0.009975
CAND_0011659,13915,0.009975
CAND_0013063,13916,0.009975
CAND_0014416,13917,0.009975
CAND_0015499,13918,0.009975
CAND_0015894,13919,0.009975
CAND_0016070,13920,0.009975
CAND_0016166,13921,0.009975
CAND_0016914,13922,0.009975
CAND_0018593,13923,0.009975
CAND_0020008,13924,0.009975
CAND_0020575,13925,0.009975
CAND_0021209,13926,0.009975
CAND_0021778,13927,0.009975
CAND_0021973,13928,0.009975
CAND_0024119,13929,0.009975
CAND_0028803,13930,0.009975
CAND_0029139,13931,0.009975
CAND_0030334,13932,0.009975
CAND_0032705,13933,0.009975
CAND_0033713,13934,0.009975
CAND_0034150,13935,0.009975
CAND_0036333,13936,0.009975
CAND_0036667,13937,0.009975
CAND_0037915,13938,0.009975
CAND_0038216,13939,0.009975
CAND_0039886,13940,0.009975
CAND_0045053,13941,0.009975
CAND_0047295,13942,0.009975
CAND_0048588,13943,0.009975
CAND_0049456,13944,0.009975
CAND_0049670,13945,0.009975
CAND_0049813,13946,0.009975
CAND_0050211,13947,0.009975
CAND_0050276,13948,0.009975
CAND_0050418,13949,0.009975
CAND_0051892,13950,0.009975
CAND_0053549,13951,0.009975
CAND_0053768,13952,0.009975
CAND_0056554,13953,0.009975
CAND_0060898,13954,0.009975
CAND_0062706,13955,0.009975
CAND_0062811,13956,0.009975
CAND_0063293,13957,0.009975
CAND_0064240,13958,0.009975
CAND_0069186,13959,0.009975
CAND_0069201,13960,0.009975
CAND_0070727,13961,0.009975
CAND_0071698,13962,0.009975
CAND_0072377,13963,0.009975
CAND_0074248,13964,0.009975
CAND_0077578,13965,0.009975
CAND_0078812,13966,0.009975
CAND_0079493,13967,0.009975
CAND_0079525,13968,0.009975
CAND_0081903,13969,0.009975
CAND_0083494,13970,0.009975
CAND_0085474,13971,0.009975
CAND_0085972,13972,0.009975
CAND_0086426,13973,0.009975
CAND_0087296,13974,0.009975
CAND_0089228,13975,0.009975
CAND_0089497,13976,0.009975
CAND_0090012,13977,0.009975
CAND_0090561,13978,0.009975
CAND_0092760,13979,0.009975
CAND_0092806,13980,0.009975
CAND_0093938,13981,0.009975
CAND_0094607,13982,0.009975
CAND_0095440,13983,0.009975
CAND_0095551,13984,0.009975
CAND_0095689,13985,0.009975
CAND_0098269,13986,0.009975
CAND_0099891,13987,0.009975
CAND_0001023,13988,0.009936
CAND_0002316,13989,0.009936
CAND_0004524,13990,0.009936
CAND_0007012,13991,0.009936
CAND_0008673,13992,0.009936
CAND_0009332,13993,0.009936
CAND_0010109,13994,0.009936
CAND_0011147,13995,0.009936
CAND_0011215,13996,0.009936
CAND_0012867,13997,0.009936
CAND_0012913,13998,0.009936
CAND_0014443,13999,0.009936
CAND_0015053,14000,0.009936
CAND_0015430,14001,0.009936
CAND_0016249,14002,0.009936
CAND_0017199,14003,0.009936
CAND_0019252,14004,0.009936
CAND_0019727,14005,0.009936
CAND_0020145,14006,0.009936
CAND_0020569,14007,0.009936
CAND_0020810,14008,0.009936
CAND_0023083,14009,0.009936
CAND_0023126,14010,0.009936
CAND_0023186,14011,0.009936
CAND_0023917,14012,0.009936
CAND_0024504,14013,0.009936
CAND_0026079,14014,0.009936
CAND_0027184,14015,0.009936
CAND_0027395,14016,0.009936
CAND_0028079,14017,0.009936
CAND_0029879,14018,0.009936
CAND_0030684,14019,0.009936
CAND_0030956,14020,0.009936
CAND_0032419,14021,0.009936
CAND_0033029,14022,0.009936
CAND_0033087,14023,0.009936
CAND_0033813,14024,0.009936
CAND_0034832,14025,0.009936
CAND_0038608,14026,0.009936
CAND_0038881,14027,0.009936
CAND_0039456,14028,0.009936
CAND_0039633,14029,0.009936
CAND_0040048,14030,0.009936
CAND_0041546,14031,0.009936
CAND_0041999,14032,0.009936
CAND_0042284,14033,0.009936
CAND_0044634,14034,0.009936
CAND_0045242,14035,0.009936
CAND_0045702,14036,0.009936
CAND_0047138,14037,0.009936
CAND_0048601,14038,0.009936
CAND_0048878,14039,0.009936
CAND_0049115,14040,0.009936
CAND_0050786,14041,0.009936
CAND_0050996,14042,0.009936
CAND_0051910,14043,0.009936
CAND_0052253,14044,0.009936
CAND_0053783,14045,0.009936
CAND_0054566,14046,0.009936
CAND_0055581,14047,0.009936
CAND_0056078,14048,0.009936
CAND_0058018,14049,0.009936
CAND_0058556,14050,0.009936
CAND_0061284,14051,0.009936
CAND_0061453,14052,0.009936
CAND_0061913,14053,0.009936
CAND_0064724,14054,0.009936
CAND_0066386,14055,0.009936
CAND_0066869,14056,0.009936
CAND_0067671,14057,0.009936
CAND_0070208,14058,0.009936
CAND_0071749,14059,0.009936
CAND_0072199,14060,0.009936
CAND_0073227,14061,0.009936
CAND_0073406,14062,0.009936
CAND_0074273,14063,0.009936
CAND_0074609,14064,0.009936
CAND_0075782,14065,0.009936
CAND_0078477,14066,0.009936
CAND_0078486,14067,0.009936
CAND_0079813,14068,0.009936
CAND_0081170,14069,0.009936
CAND_0083508,14070,0.009936
CAND_0083553,14071,0.009936
CAND_0083679,14072,0.009936
CAND_0084212,14073,0.009936
CAND_0084455,14074,0.009936
CAND_0087269,14075,0.009936
CAND_0087757,14076,0.009936
CAND_0088269,14077,0.009936
CAND_0088909,14078,0.009936
CAND_0089564,14079,0.009936
CAND_0091484,14080,0.009936
CAND_0093142,14081,0.009936
CAND_0094421,14082,0.009936
CAND_0095592,14083,0.009936
CAND_0096494,14084,0.009936
CAND_0098222,14085,0.009936
CAND_0098690,14086,0.009936
CAND_0098775,14087,0.009936
CAND_0099029,14088,0.009936
CAND_0099446,14089,0.009936
CAND_0001163,14090,0.009898
CAND_0003487,14091,0.009898
CAND_0003897,14092,0.009898
CAND_0003942,14093,0.009898
CAND_0005385,14094,0.009898
CAND_0006479,14095,0.009898
CAND_0008241,14096,0.009898
CAND_0011057,14097,0.009898
CAND_0011239,14098,0.009898
CAND_0012837,14099,0.009898
CAND_0014204,14100,0.009898
CAND_0016545,14101,0.009898
CAND_0017316,14102,0.009898
CAND_0021311,14103,0.009898
CAND_0022315,14104,0.009898
CAND_0025258,14105,0.009898
CAND_0026932,14106,0.009898
CAND_0027138,14107,0.009898
CAND_0027518,14108,0.009898
CAND_0030416,14109,0.009898
CAND_0031047,14110,0.009898
CAND_0032543,14111,0.009898
CAND_0033783,14112,0.009898
CAND_0035301,14113,0.009898
CAND_0036755,14114,0.009898
CAND_0038252,14115,0.009898
CAND_0042140,14116,0.009898
CAND_0044331,14117,0.009898
CAND_0045043,14118,0.009898
CAND_0045127,14119,0.009898
CAND_0045429,14120,0.009898
CAND_0047210,14121,0.009898
CAND_0047965,14122,0.009898
CAND_0050527,14123,0.009898
CAND_0051566,14124,0.009898
CAND_0052596,14125,0.009898
CAND_0053718,14126,0.009898
CAND_0055745,14127,0.009898
CAND_0058974,14128,0.009898
CAND_0059182,14129,0.009898
CAND_0060504,14130,0.009898
CAND_0062249,14131,0.009898
CAND_0063539,14132,0.009898
CAND_0064712,14133,0.009898
CAND_0066233,14134,0.009898
CAND_0067965,14135,0.009898
CAND_0068378,14136,0.009898
CAND_0068528,14137,0.009898
CAND_0068544,14138,0.009898
CAND_0068863,14139,0.009898
CAND_0068991,14140,0.009898
CAND_0070046,14141,0.009898
CAND_0070287,14142,0.009898
CAND_0070592,14143,0.009898
CAND_0070919,14144,0.009898
CAND_0072817,14145,0.009898
CAND_0074417,14146,0.009898
CAND_0075081,14147,0.009898
CAND_0081272,14148,0.009898
CAND_0081280,14149,0.009898
CAND_0086891,14150,0.009898
CAND_0086939,14151,0.009898
CAND_0087199,14152,0.009898
CAND_0087408,14153,0.009898
CAND_0093503,14154,0.009898
CAND_0094739,14155,0.009898
CAND_0095983,14156,0.009898
CAND_0096192,14157,0.009898
CAND_0096333,14158,0.009898
CAND_0097057,14159,0.009898
CAND_0097428,14160,0.009898
CAND_0099408,14161,0.009898
CAND_0000758,14162,0.009860
CAND_0000821,14163,0.009860
CAND_0000984,14164,0.009860
CAND_0001146,14165,0.009860
CAND_0003258,14166,0.009860
CAND_0004512,14167,0.009860
CAND_0004520,14168,0.009860
CAND_0005054,14169,0.009860
CAND_0005383,14170,0.009860
CAND_0005450,14171,0.009860
CAND_0006681,14172,0.009860
CAND_0008307,14173,0.009860
CAND_0009035,14174,0.009860
CAND_0009869,14175,0.009860
CAND_0010116,14176,0.009860
CAND_0010319,14177,0.009860
CAND_0011045,14178,0.009860
CAND_0011096,14179,0.009860
CAND_0011183,14180,0.009860
CAND_0011952,14181,0.009860
CAND_0012756,14182,0.009860
CAND_0015829,14183,0.009860
CAND_0016842,14184,0.009860
CAND_0018958,14185,0.009860
CAND_0019901,14186,0.009860
CAND_0020125,14187,0.009860
CAND_0021750,14188,0.009860
CAND_0021806,14189,0.009860
